pid,name,district,district_en,metro,metro_en,x_coord,y_coord
BX10018395,科苑地铁站C口,南山区,Nanshan District,科苑,Keyuan,12684008.40129872,2575309.472138307
BX10018396,科苑地铁站B口,南山区,Nanshan District,科苑,Keyuan,12683990.839823894,2575264.1969321556
BX10018354,登良地铁站C口,南山区,Nanshan District,登良,Dengliang,12683002.515093125,2573201.000219733
BX10018357,登良地铁站D口,南山区,Nanshan District,登良,Dengliang,12682882.629998347,2573213.7376780533
BX10018355,登良地铁站A口,南山区,Nanshan District,登良,Dengliang,12682971.497640666,2573036.693189714
BX10018356,登良地铁站E口,南山区,Nanshan District,登良,Dengliang,12682900.544993466,2573045.249527797
BX10018353,登良地铁站B口,南山区,Nanshan District,登良,Dengliang,12682974.716611743,2573140.919188106
BX10018341,湾厦地铁站A口,南山区,Nanshan District,湾厦,Wansha,12683085.260144861,2571154.513313951
BX10018342,湾厦地铁站C口,南山区,Nanshan District,湾厦,Wansha,12682992.949741587,2571319.743648463
BX10018340,湾厦地铁站B口,南山区,Nanshan District,湾厦,Wansha,12683067.9013365,2571342.625857374
BX10026545,湾厦地铁站出入口,南山区,Nanshan District,湾厦,Wansha,12683106.618985023,2571020.493729336
BX10018343,湾厦地铁站D口,南山区,Nanshan District,湾厦,Wansha,12683029.547051376,2571144.490417662
BX10018383,东角头地铁站A口,南山区,Nanshan District,东角头,Dongjiaotou,12682141.230049644,2570364.416009637
BX10018384,东角头地铁站D口,南山区,Nanshan District,东角头,Dongjiaotou,12682160.80575571,2570425.5942471083
BX10018385,东角头地铁站B口,南山区,Nanshan District,东角头,Dongjiaotou,12682274.056989182,2570321.0958332545
BX10018316,水湾地铁站D口,南山区,Nanshan District,水湾,Shuiwan,12680861.534441033,2570651.620910605
BX10018317,水湾地铁站C口,南山区,Nanshan District,水湾,Shuiwan,12681002.221590936,2570660.8976704446
BX10018380,海上世界地铁站D口,南山区,Nanshan District,海上世界,Haishangshijie,12680384.22822134,2570184.6125542857
BX10026455,海上世界地铁站B口,南山区,Nanshan District,海上世界,Haishangshijie,12680465.716623127,2570247.5726683214
BX10018379,海上世界地铁站A口,南山区,Nanshan District,海上世界,Haishangshijie,12680427.316167507,2570121.5735509507
BX10018378,海上世界地铁站C口,南山区,Nanshan District,海上世界,Haishangshijie,12680432.091762273,2570319.161004858
BX10018391,蛇口港地铁站D1口,南山区,Nanshan District,蛇口港,Shekougang,12680037.13346238,2569187.718061947
BX10018392,蛇口港地铁站C口,南山区,Nanshan District,蛇口港,Shekougang,12680153.705290973,2569276.4515590104
BX10018381,赤湾地铁站C口,南山区,Nanshan District,赤湾,Chiwan,12678545.821506906,2569483.94444712
BX10018382,赤湾地铁站D口,南山区,Nanshan District,赤湾,Chiwan,12678431.052507138,2569601.026369395
BX10027824,赤湾地铁站B口,南山区,Nanshan District,赤湾,Chiwan,12678532.453607839,2569446.5940319668
BX10027328,赤湾地铁站E口,南山区,Nanshan District,赤湾,Chiwan,12678399.409777055,2569577.2849127655
BX10030129,福保地铁站A口,福田区,Futian District,福保,Fubao,12695934.530295096,2572922.8009933815
BX10030130,福保地铁站B口,福田区,Futian District,福保,Fubao,12696155.99949358,2572907.7766808905
BX10030128,福保地铁站F2口,福田区,Futian District,福保,Fubao,12695933.193057949,2572975.220371414
BX10030127,福保地铁站F1口,福田区,Futian District,福保,Fubao,12695972.548685435,2572980.803501713
BX10036583,福保地铁站C口,福田区,Futian District,福保,Fubao,12696333.228506459,2572964.6713188076
BX10036586,福保地铁站D口,福田区,Futian District,福保,Fubao,12696359.13093399,2573051.2606974645
BX10036584,福保地铁站E1口,福田区,Futian District,福保,Fubao,12696238.157927565,2573031.609278958
BX10036585,福保地铁站E3口,福田区,Futian District,福保,Fubao,12696119.30308939,2573009.549357973
BX10036587,福保地铁站E4口,福田区,Futian District,福保,Fubao,12696089.284753213,2572999.2460212875
BX10036582,福保地铁站E2口,福田区,Futian District,福保,Fubao,12696191.349012265,2573025.434195373
BX10018200,益田地铁站D口,福田区,Futian District,益田,Yitian,12695486.80576854,2573958.4957684423
BX10018199,益田地铁站A口,福田区,Futian District,益田,Yitian,12695596.41081098,2573912.1026776494
BX10018197,益田地铁站B口,福田区,Futian District,益田,Yitian,12695609.30173062,2573974.4957367987
BX10018198,益田地铁站C口,福田区,Futian District,益田,Yitian,12695502.475364031,2574016.6646838402
BX10018231,石厦地铁站A口,福田区,Futian District,石厦,Shisha,12695846.59193638,2574790.302838805
BX10021793,石厦地铁站F口,福田区,Futian District,石厦,Shisha,12695727.978654912,2574735.9616645984
BX10018232,石厦地铁站C口,福田区,Futian District,石厦,Shisha,12695801.338186312,2574917.896147487
BX10021792,石厦地铁站E口,福田区,Futian District,石厦,Shisha,12695701.07399959,2574780.004604766
BX10021791,石厦地铁站G口,福田区,Futian District,石厦,Shisha,12695923.303279376,2574748.6893714727
BX10018297,少年宫地铁站A1口,福田区,Futian District,少年宫,Shaoniangong,12696684.001031417,2577643.8709570756
BX10018295,少年宫地铁站B口,福田区,Futian District,少年宫,Shaoniangong,12696680.988026813,2577817.434139858
BX10018290,少年宫地铁站E口,福田区,Futian District,少年宫,Shaoniangong,12696469.483673198,2577805.7622220516
BX10018296,少年宫地铁站F1口,福田区,Futian District,少年宫,Shaoniangong,12696554.323785849,2577879.7314492255
BX10018298,少年宫地铁站D口,福田区,Futian District,少年宫,Shaoniangong,12696603.710518802,2577659.5611464693
BX10018291,少年宫地铁站C1口,福田区,Futian District,少年宫,Shaoniangong,12696600.811415154,2577789.8552381727
BX10018294,少年宫地铁站C2口,福田区,Futian District,少年宫,Shaoniangong,12696600.592431854,2577732.9671254666
BX10018293,少年宫地铁站A2口,福田区,Futian District,少年宫,Shaoniangong,12696683.892268443,2577603.2539957096
BX10018292,少年宫地铁站F2口,福田区,Futian District,少年宫,Shaoniangong,12696608.81260798,2577879.6334890747
BX10018277,华新地铁站C口,福田区,Futian District,华新,Huaxin,12699583.209347336,2577909.4420593837
BX10021764,华新地铁站E口,福田区,Futian District,华新,Huaxin,12699505.043894704,2577981.9208814986
BX10018278,华新地铁站B口,福田区,Futian District,华新,Huaxin,12699560.276551154,2577849.0699029802
BX10018279,华新地铁站D口,福田区,Futian District,华新,Huaxin,12699418.872617053,2577927.8530964446
BX10021763,华新地铁站F口,福田区,Futian District,华新,Huaxin,12699471.306251401,2578019.5444366895
BX10018276,华新地铁站A2口,福田区,Futian District,华新,Huaxin,12699477.997697571,2577833.446237684
BX10018280,华新地铁站A1口,福田区,Futian District,华新,Huaxin,12699427.56072094,2577861.557987949
BX10018210,通新岭地铁站C口,福田区,Futian District,通新岭,Tongxinling,12700626.943878781,2577939.995489618
BX10018211,通新岭地铁站B口,福田区,Futian District,通新岭,Tongxinling,12700635.301457837,2577887.9271409996
BX10029549,通新岭地铁站F口,福田区,Futian District,通新岭,Tongxinling,12700545.532854917,2577684.3646921082
BX10018209,通新岭地铁站D口,福田区,Futian District,通新岭,Tongxinling,12700500.629039591,2577927.8335789647
BX10018212,通新岭地铁站A1口,福田区,Futian District,通新岭,Tongxinling,12700494.39430581,2577879.7439083206
BX10029547,通新岭地铁站A2口,福田区,Futian District,通新岭,Tongxinling,12700541.737016128,2577827.6710334853
BX10029548,通新岭地铁站E2口,福田区,Futian District,通新岭,Tongxinling,12700583.957949929,2577755.1101583187
BX10029546,通新岭地铁站E1口,福田区,Futian District,通新岭,Tongxinling,12700583.626697231,2577706.6586062913
BX10018304,红岭地铁站A口,福田区,Futian District,红岭,Hongling,12701323.14000602,2577878.8266685707
BX10021801,红岭北地铁站A口,福田区,Futian District,红岭北,Honglingbei,12701441.709312148,2579553.7720326507
BX10021929,红岭南地铁站A口,福田区,Futian District,红岭南,Honglingnan,12701480.314054335,2576878.396466199
BX10021895,红岭地铁站G口,罗湖区,Luohu District,红岭,Hongling,12701515.475056363,2577737.3803063394
BX10021894,红岭地铁站F口,福田区,Futian District,红岭,Hongling,12701469.01133004,2577678.1879760893
BX10021897,红岭地铁站B口,福田区,Futian District,红岭,Hongling,12701469.669971066,2577843.429993297
BX10018305,红岭地铁站E口,福田区,Futian District,红岭,Hongling,12701211.825459225,2577942.441987399
BX10018307,红岭地铁站D口,福田区,Futian District,红岭,Hongling,12701288.261318823,2577928.837711414
BX10021896,红岭地铁站H口,罗湖区,Luohu District,红岭,Hongling,12701516.022436377,2577899.971182151
BX10021877,红岭南地铁站C口,罗湖区,Luohu District,红岭南,Honglingnan,12701544.510810332,2576692.211807532
BX10021799,红岭北地铁站B口,福田区,Futian District,红岭北,Honglingbei,12701441.163442723,2579366.458010203
BX10021930,红岭地铁站C2口,罗湖区,Luohu District,红岭,Hongling,12701571.513636712,2577954.2264123606
BX10021802,红岭北地铁站J口,罗湖区,Luohu District,红岭北,Honglingbei,12701498.761171084,2579570.422814558
BX10018306,红岭地铁站C1口,福田区,Futian District,红岭,Hongling,12701406.038185522,2577931.7587496387
BX10021800,红岭北地铁站G口,罗湖区,Luohu District,红岭北,Honglingbei,12701547.908817835,2579481.4819301544
BX10021803,红岭北地铁站D口,罗湖区,Luohu District,红岭北,Honglingbei,12701499.442216167,2579363.7026886707
BX10021876,红岭南地铁站D口,罗湖区,Luohu District,红岭南,Honglingnan,12701580.04797675,2576870.9556951635
BX10018250,晒布地铁站C口,罗湖区,Luohu District,晒布,Shaibu,12703548.012128262,2578053.2695431006
BX10018249,晒布地铁站B口,罗湖区,Luohu District,晒布,Shaibu,12703596.635883972,2578023.4312340724
BX10018251,晒布地铁站A1口,罗湖区,Luohu District,晒布,Shaibu,12703470.747512428,2577787.906566321
BX10018248,晒布地铁站D1口,罗湖区,Luohu District,晒布,Shaibu,12703441.078425262,2577894.059859032
BX10018246,晒布地铁站D3口,罗湖区,Luohu District,晒布,Shaibu,12703437.959742982,2577832.587795016
BX10018252,晒布地铁站A3口,罗湖区,Luohu District,晒布,Shaibu,12703534.303085817,2577927.303219128
BX10018247,晒布地铁站A2口,罗湖区,Luohu District,晒布,Shaibu,12703574.673109261,2577916.4992373358
BX10018288,翠竹地铁站D口,罗湖区,Luohu District,翠竹,Cuizhu,12704230.97733358,2578748.0930977054
BX10018287,翠竹地铁站B2口,罗湖区,Luohu District,翠竹,Cuizhu,12704419.151867023,2578761.600330439
BX10018286,翠竹地铁站C口,罗湖区,Luohu District,翠竹,Cuizhu,12704322.995675763,2578822.581988754
BX10018289,翠竹地铁站B1口,罗湖区,Luohu District,翠竹,Cuizhu,12704332.482006993,2578738.3422735836
BX10018244,田贝地铁站A口,罗湖区,Luohu District,田贝,Tianbei,12704360.734132662,2580077.538012273
BX10018243,田贝地铁站C口,罗湖区,Luohu District,田贝,Tianbei,12704275.735595403,2580108.88688405
BX10018245,田贝地铁站B口,罗湖区,Luohu District,田贝,Tianbei,12704350.133077707,2580148.2811740385
BX10021761,田贝地铁站F口,罗湖区,Luohu District,田贝,Tianbei,12704195.427381704,2580081.661312401
BX10018242,田贝地铁站D口,罗湖区,Luohu District,田贝,Tianbei,12704327.277003873,2579971.297896805
BX10021762,田贝地铁站E口,罗湖区,Luohu District,田贝,Tianbei,12704123.599569624,2580027.4474458676
BX10021760,田贝地铁站G口,罗湖区,Luohu District,田贝,Tianbei,12704277.409164092,2580101.7771853944
BX10018180,水贝地铁站A口,罗湖区,Luohu District,水贝,Shuibei,12703797.425369399,2580931.364060186
BX10018181,水贝地铁站B口,罗湖区,Luohu District,水贝,Shuibei,12703707.981969727,2580939.33836061
BX10024875,草埔地铁站A口,罗湖区,Luohu District,草埔,Caopu,12702902.265329655,2582102.8008938837
BX10018213,草埔地铁站B口,罗湖区,Luohu District,草埔,Caopu,12702880.517086226,2582223.5763460007
BX10020640,草埔地铁站D3口,罗湖区,Luohu District,草埔,Caopu,12702706.386987919,2581981.9690038115
BX10018214,草埔地铁站D1口,罗湖区,Luohu District,草埔,Caopu,12702876.741681632,2581969.087200627
BX10018215,草埔地铁站D2口,罗湖区,Luohu District,草埔,Caopu,12702726.670975566,2582086.744499718
BX10028895,布吉地铁站A1口,龙岗区,Longgang District,布吉,Buji,12703407.352030352,2584284.0654913527
BX10018216,布吉地铁站B口,龙岗区,Longgang District,布吉,Buji,12703361.078455122,2584223.6150930184
BX10021607,布吉地铁站东2口,龙岗区,Longgang District,布吉,Buji,12703443.702109613,2584336.066859395
BX10021606,布吉地铁站东3口,龙岗区,Longgang District,布吉,Buji,12703296.507518409,2584341.2223429508
BX10020755,布吉地铁站东5口,龙岗区,Longgang District,布吉,Buji,12703425.752633084,2584266.9641753584
BX10020754,布吉地铁站东1口,龙岗区,Longgang District,布吉,Buji,12703446.826043501,2584310.2690529916
BX10020753,布吉地铁站东4口,龙岗区,Longgang District,布吉,Buji,12703475.156225983,2584217.7045138013
BX10018187,木棉湾地铁站C口,龙岗区,Longgang District,木棉湾,Mumianwan,12704378.623134635,2584958.225864583
BX10018186,木棉湾地铁站D口,龙岗区,Longgang District,木棉湾,Mumianwan,12704285.265013786,2584878.647094223
BX10018188,木棉湾地铁站B1口,龙岗区,Longgang District,木棉湾,Mumianwan,12704384.876092546,2584852.25391258
BX10018189,木棉湾地铁站B2口,龙岗区,Longgang District,木棉湾,Mumianwan,12704420.123337878,2584878.826489907
BX10018185,木棉湾地铁站出入口,龙岗区,Longgang District,木棉湾,Mumianwan,12704441.766332496,2584833.7630100534
BX10018221,大芬地铁站C口,龙岗区,Longgang District,大芬,Dafen,12705227.873759344,2585780.678791203
BX10018218,大芬地铁站A1口,龙岗区,Longgang District,大芬,Dafen,12705262.020870453,2585678.60617802
BX10018220,大芬地铁站A2口,龙岗区,Longgang District,大芬,Dafen,12705296.494223824,2585722.5496237115
BX10018219,大芬地铁站出入口,龙岗区,Longgang District,大芬,Dafen,12705233.783691896,2585836.6347020897
BX10026535,丹竹头地铁站B口,龙岗区,Longgang District,丹竹头,Danzhutou,12706369.578164885,2586396.9525906853
BX10018190,丹竹头地铁站C口,龙岗区,Longgang District,丹竹头,Danzhutou,12706408.075167347,2586469.9724153294
BX10018192,丹竹头地铁站A口,龙岗区,Longgang District,丹竹头,Danzhutou,12706280.5246899,2586382.0814225245
BX10018191,丹竹头地铁站D口,龙岗区,Longgang District,丹竹头,Danzhutou,12706287.103363056,2586473.9739740244
BX10018261,六约地铁站A口,龙岗区,Longgang District,六约,Liuyue,12709985.839507101,2588142.2284911233
BX10032946,六约地铁站B口,龙岗区,Longgang District,六约,Liuyue,12710040.978051681,2588153.9159904816
BX10018262,六约地铁站C1口,龙岗区,Longgang District,六约,Liuyue,12709976.681247752,2588236.1489264094
BX10032947,六约地铁站B1口,龙岗区,Longgang District,六约,Liuyue,12710044.662019921,2588144.0351135237
BX10018195,塘坑地铁站A口,龙岗区,Longgang District,塘坑,Tangkeng,12711315.085994013,2588749.2223230493
BX10018196,塘坑地铁站D口,龙岗区,Longgang District,塘坑,Tangkeng,12711296.781570897,2588780.1803770205
BX10018193,塘坑地铁站C口,龙岗区,Longgang District,塘坑,Tangkeng,12711344.322073981,2588805.3524837405
BX10018194,塘坑地铁站B口,龙岗区,Longgang District,塘坑,Tangkeng,12711360.952285502,2588775.597067137
BX10018236,横岗地铁站A口,龙岗区,Longgang District,横岗,Henggang,12713111.490169523,2589806.5273062536
BX10018235,横岗地铁站D口,龙岗区,Longgang District,横岗,Henggang,12713049.682496933,2589863.838972114
BX10018233,横岗地铁站C口,龙岗区,Longgang District,横岗,Henggang,12713164.135994552,2589972.4304117314
BX10018234,横岗地铁站B口,龙岗区,Longgang District,横岗,Henggang,12713222.260647709,2589912.578621078
BX10018183,永湖地铁站C口,龙岗区,Longgang District,永湖,Yonghu,12714118.538959626,2591192.5530826407
BX10018184,永湖地铁站A1口,龙岗区,Longgang District,永湖,Yonghu,12714166.501252659,2591096.2466509473
BX10018182,永湖地铁站A2口,龙岗区,Longgang District,永湖,Yonghu,12714185.79245386,2591143.5479740254
BX10018229,荷坳地铁站A口,龙岗区,Longgang District,荷坳,Heao,12714853.217691375,2592801.4989017854
BX10018228,荷坳地铁站C口,龙岗区,Longgang District,荷坳,Heao,12714844.73451303,2592954.795561092
BX10018227,荷坳地铁站B口,龙岗区,Longgang District,荷坳,Heao,12714916.65521977,2592912.0476395385
BX10018230,荷坳地铁站D口,龙岗区,Longgang District,荷坳,Heao,12714786.090352241,2592841.475826311
BX10018302,大运地铁站C口,龙岗区,Longgang District,大运,Dayun,12715244.020703372,2594468.8681985633
BX10018300,大运地铁站A口,龙岗区,Longgang District,大运,Dayun,12715312.146969669,2594329.964537331
BX10018303,大运地铁站B口,龙岗区,Longgang District,大运,Dayun,12715332.429671995,2594457.4846364493
BX10018299,大运地铁站D口,龙岗区,Longgang District,大运,Dayun,12715215.934354085,2594321.6783730155
BX10018301,大运地铁站出入口,龙岗区,Longgang District,大运,Dayun,12715197.531574521,2594442.530358397
BX10018178,爱联地铁站A口,龙岗区,Longgang District,爱联,Ailian,12715984.797036625,2595745.7050757837
BX10018175,爱联地铁站C口,龙岗区,Longgang District,爱联,Ailian,12715973.865233703,2595896.010726915
BX10018179,爱联地铁站D口,龙岗区,Longgang District,爱联,Ailian,12715911.565322053,2595786.0716104456
BX10018176,爱联地铁站B口,龙岗区,Longgang District,爱联,Ailian,12716047.76403335,2595856.0046670004
BX10018177,爱联地铁站出入口,龙岗区,Longgang District,爱联,Ailian,12715930.953721963,2595885.850133701
BX10018283,吉祥地铁站C口,龙岗区,Longgang District,吉祥,Jixiang,12717100.624199249,2597344.661894442
BX10018282,吉祥地铁站A口,龙岗区,Longgang District,吉祥,Jixiang,12717077.903959079,2597206.035632559
BX10018284,吉祥地铁站D口,龙岗区,Longgang District,吉祥,Jixiang,12717008.934907362,2597254.6389788827
BX10018285,吉祥地铁站B口,龙岗区,Longgang District,吉祥,Jixiang,12717159.676116325,2597283.1450319076
BX10018281,吉祥地铁站出入口,龙岗区,Longgang District,吉祥,Jixiang,12716990.547735907,2597311.0962057235
BX10018222,龙城广场地铁站D口,龙岗区,Longgang District,龙城广场,Longchengguangchang,12718150.21454194,2598178.607765761
BX10018225,龙城广场地铁站B口,龙岗区,Longgang District,龙城广场,Longchengguangchang,12718300.783723842,2598140.8144627274
BX10018224,龙城广场地铁站C口,龙岗区,Longgang District,龙城广场,Longchengguangchang,12718275.165810399,2598214.2964018355
BX10018226,龙城广场地铁站A口,龙岗区,Longgang District,龙城广场,Longchengguangchang,12718176.167971686,2598101.5075743985
BX10026547,龙城广场地铁站出入口,龙岗区,Longgang District,龙城广场,Longchengguangchang,12718228.613953179,2598236.264513602
BX10018259,南联地铁站C1口,龙岗区,Longgang District,南联,Nanlian,12719477.258828275,2598836.4641441004
BX10018260,南联地铁站A1口,龙岗区,Longgang District,南联,Nanlian,12719459.677438468,2598727.4038109197
BX10018256,南联地铁站B2口,龙岗区,Longgang District,南联,Nanlian,12719631.202449543,2598844.202468375
BX10018254,南联地铁站A2口,龙岗区,Longgang District,南联,Nanlian,12719413.260100223,2598700.165489143
BX10026546,南联地铁站出入口,龙岗区,Longgang District,南联,Nanlian,12719449.875990303,2598824.05436452
BX10018258,南联地铁站C2口,龙岗区,Longgang District,南联,Nanlian,12719426.055398313,2598805.247379301
BX10018255,南联地铁站B3口,龙岗区,Longgang District,南联,Nanlian,12719639.223250572,2598731.8673930094
BX10018253,南联地铁站B1口,龙岗区,Longgang District,南联,Nanlian,12719552.06631038,2598751.8356360216
BX10018257,南联地铁站B4口,龙岗区,Longgang District,南联,Nanlian,12719642.89457548,2598763.355574928
BX10018273,双龙地铁站A口,龙岗区,Longgang District,双龙,Shuanglong,12720733.686498987,2599524.570051244
BX10018272,双龙地铁站B口,龙岗区,Longgang District,双龙,Shuanglong,12720853.069871088,2599584.5280374847
BX10018275,双龙地铁站C口,龙岗区,Longgang District,双龙,Shuanglong,12720804.777515361,2599654.08138979
BX10018271,双龙地铁站D口,龙岗区,Longgang District,双龙,Shuanglong,12720696.51862242,2599602.314426609
BX10012542,双龙地铁站出入口,龙岗区,Longgang District,双龙,Shuanglong,12720836.60380772,2599570.5497819968
BX10018463,莲花北地铁站A1口,福田区,Futian District,莲花北,Lianhuabei,12696481.511474518,2579346.492121417
BX10018464,莲花北地铁站B口,福田区,Futian District,莲花北,Lianhuabei,12696438.81412206,2579312.218228647
BX10018465,莲花北地铁站A2口,福田区,Futian District,莲花北,Lianhuabei,12696499.756124474,2579209.7713984586
BX10018443,上梅林地铁站A口,福田区,Futian District,上梅林,Shangmeilin,12696479.77272226,2580522.9600236
BX10027911,上梅林地铁站L口,福田区,Futian District,上梅林,Shangmeilin,12696536.158839557,2580381.7017286248
BX10021870,上梅林地铁站H口,福田区,Futian District,上梅林,Shangmeilin,12696665.052473702,2580216.328977267
BX10021872,上梅林地铁站E口,福田区,Futian District,上梅林,Shangmeilin,12696484.009588886,2580334.062361708
BX10021871,上梅林地铁站G口,福田区,Futian District,上梅林,Shangmeilin,12696487.685802303,2580222.7958410787
BX10018444,上梅林地铁站B口,福田区,Futian District,上梅林,Shangmeilin,12696452.640752165,2580522.768958319
BX10018442,上梅林地铁站C口,福田区,Futian District,上梅林,Shangmeilin,12696455.870366035,2580440.914511155
BX10018441,上梅林地铁站D口,福田区,Futian District,上梅林,Shangmeilin,12696480.333648948,2580440.869428998
BX10021935,上梅林地铁站K口,福田区,Futian District,上梅林,Shangmeilin,12696558.072519613,2580261.240848835
BX10021869,上梅林地铁站J1口,福田区,Futian District,上梅林,Shangmeilin,12696676.94894545,2580258.256355021
BX10021934,上梅林地铁站J2口,福田区,Futian District,上梅林,Shangmeilin,12696606.222873284,2580260.792660551
BX10018429,民乐地铁站C口,龙华区,Longhua District,民乐,Minyue,12695309.731854485,2583335.422226487
BX10018428,民乐地铁站A口,龙华区,Longhua District,民乐,Minyue,12695260.822635137,2583400.153977875
BX10018430,民乐地铁站B口,龙华区,Longhua District,民乐,Minyue,12695225.923981877,2583375.7604386867
BX10018424,白石龙地铁站A口,龙华区,Longhua District,白石龙,Baishilong,12694545.952668505,2584290.5455483496
BX10018427,白石龙地铁站D口,龙华区,Longhua District,白石龙,Baishilong,12694656.30452377,2584188.8734035925
BX10018426,白石龙地铁站B1口,龙华区,Longhua District,白石龙,Baishilong,12694511.618702615,2584249.5196658787
BX10018425,白石龙地铁站C1口,龙华区,Longhua District,白石龙,Baishilong,12694622.413630115,2584152.0651974133
BX10029237,白石龙地铁站B2口,龙华区,Longhua District,白石龙,Baishilong,12694529.288107732,2584229.7022062265
BX10030049,白石龙地铁站C2口,龙华区,Longhua District,白石龙,Baishilong,12694595.075834911,2584174.076490844
BX10035895,深圳北站地铁站A口,龙华区,Longhua District,深圳北站,Shenzhenbeizhan,12693228.896921964,2585373.6937511545
BX10035894,深圳北站地铁站B口,龙华区,Longhua District,深圳北站,Shenzhenbeizhan,12693177.135830792,2585326.579341952
BX10018421,深圳北站地铁站C口,龙华区,Longhua District,深圳北站,Shenzhenbeizhan,12693264.340772543,2585231.1965258606
BX10035896,深圳北站地铁站D口,龙华区,Longhua District,深圳北站,Shenzhenbeizhan,12693315.658582114,2585278.3130485113
BX10018456,红山地铁站B口,龙华区,Longhua District,红山,Hongshan,12692385.334976181,2586737.6319178436
BX10018455,红山地铁站A1口,龙华区,Longhua District,红山,Hongshan,12692446.639761783,2586773.7391530233
BX10035890,红山地铁站C口,龙华区,Longhua District,红山,Hongshan,12692474.971586969,2586599.0530000213
BX10033962,红山地铁站D2口,龙华区,Longhua District,红山,Hongshan,12692527.389998505,2586670.759007896
BX10035892,红山地铁站D1口,龙华区,Longhua District,红山,Hongshan,12692530.057247633,2586642.7764033745
BX10035891,红山地铁站A2口,龙华区,Longhua District,红山,Hongshan,12692477.072860952,2586748.6862120135
BX10018454,上塘地铁站A1口,龙华区,Longhua District,上塘,Shangtang,12691274.136748724,2588595.622233815
BX10018451,上塘地铁站C口,龙华区,Longhua District,上塘,Shangtang,12691287.1384046,2588438.9325765003
BX10018453,上塘地铁站B口,龙华区,Longhua District,上塘,Shangtang,12691212.064898372,2588557.7155262306
BX10018452,上塘地铁站D1口,龙华区,Longhua District,上塘,Shangtang,12691346.656457132,2588480.465472369
BX10028854,上塘地铁站A2口,龙华区,Longhua District,上塘,Shangtang,12691299.900557263,2588574.315164518
BX10028853,上塘地铁站D2口,龙华区,Longhua District,上塘,Shangtang,12691337.437710527,2588512.6928845057
BX10023686,龙胜地铁站C1口,龙华区,Longhua District,龙胜,Longsheng,12691122.955851717,2589423.86802471
BX10018419,龙胜地铁站D1口,龙华区,Longhua District,龙胜,Longsheng,12691149.1659627,2589360.470121195
BX10018416,龙胜地铁站B1口,龙华区,Longhua District,龙胜,Longsheng,12691249.983699013,2589538.2659069104
BX10018418,龙胜地铁站A1口,龙华区,Longhua District,龙胜,Longsheng,12691314.729276907,2589435.429342307
BX10029529,龙胜地铁站C2口,龙华区,Longhua District,龙胜,Longsheng,12691157.711102223,2589448.3573035034
BX10027900,龙胜地铁站A2口,龙华区,Longhua District,龙胜,Longsheng,12691276.975244535,2589411.3109884756
BX10019829,龙胜地铁站B2口,龙华区,Longhua District,龙胜,Longsheng,12691230.552706348,2589507.0939115803
BX10019830,龙胜地铁站D2口,龙华区,Longhua District,龙胜,Longsheng,12691207.352641255,2589368.603229159
BX10018459,龙华地铁站A口,龙华区,Longhua District,龙华,Longhua,12692424.660081772,2590302.545532336
BX10018461,龙华地铁站D口,龙华区,Longhua District,龙华,Longhua,12692324.931267593,2590214.812064478
BX10018460,龙华地铁站B口,龙华区,Longhua District,龙华,Longhua,12692397.780807132,2590335.7933231588
BX10018462,龙华地铁站C口,龙华区,Longhua District,龙华,Longhua,12692290.277939364,2590252.546392471
BX10018437,清湖地铁站D口,龙华区,Longhua District,清湖,Qinghu,12693907.28686389,2591668.214969473
BX10018439,清湖地铁站C1口,龙华区,Longhua District,清湖,Qinghu,12693871.398830041,2591711.12927299
BX10030092,清湖北地铁站A口,龙华区,Longhua District,清湖北,Qinghubei,12694408.431184346,2592795.7146360674
BX10018440,清湖地铁站B1口,龙华区,Longhua District,清湖,Qinghu,12693933.051442077,2591850.388132373
BX10018438,清湖地铁站A1口,龙华区,Longhua District,清湖,Qinghu,12693978.715788491,2591830.122689525
BX10025133,清湖地铁站出入口,龙华区,Longhua District,清湖,Qinghu,12693968.047647502,2591867.540991251
BX10023684,清湖地铁站C2口,龙华区,Longhua District,清湖,Qinghu,12693878.285489758,2591736.800584196
BX10023685,清湖地铁站B2口,龙华区,Longhua District,清湖,Qinghu,12693946.383576311,2591852.1612316933
BX10023683,清湖地铁站A2口,龙华区,Longhua District,清湖,Qinghu,12693962.160547541,2591845.1231468595
BX10030093,清湖北地铁站C口,龙华区,Longhua District,清湖北,Qinghubei,12694301.544847047,2592687.797623059
BX10030090,清湖北地铁站D口,龙华区,Longhua District,清湖北,Qinghubei,12694346.213829173,2592669.8304697676
BX10030091,清湖北地铁站B口,龙华区,Longhua District,清湖北,Qinghubei,12694345.094181094,2592811.0757564423
BX10030111,竹村地铁站A口,龙华区,Longhua District,竹村,Zhucun,12694379.101045145,2594565.083962168
BX10030113,竹村地铁站C口,龙华区,Longhua District,竹村,Zhucun,12694304.438623374,2594453.937823944
BX10030114,竹村地铁站B2口,龙华区,Longhua District,竹村,Zhucun,12694332.097489975,2594595.362562506
BX10030115,竹村地铁站B1口,龙华区,Longhua District,竹村,Zhucun,12694324.099532168,2594557.626665065
BX10030112,竹村地铁站D口,龙华区,Longhua District,竹村,Zhucun,12694340.111602385,2594365.063601113
BX10030073,茜坑地铁站F口,龙华区,Longhua District,茜坑,Qiankeng,12694457.14294489,2595786.4030261333
BX10030075,茜坑地铁站A口,龙华区,Longhua District,茜坑,Qiankeng,12694497.469250636,2595952.175144847
